Unnamed: 0	drugName	condition	review	rating	date	usefulCount
13536	Amphetamine / dextroamphetamine	ADHD	"""I&#039;ve had a wonderful experience with Adderall! It helps me focus and get up to do the daily things that need to be done plus more!"""	10.0	June 2, 2013	38
200382	Varenicline	Smoking Cessation	"""I started smoking around 10, and have smoked 1pk/day since about 12. I am now 24. I am on &quot;Week 3, Day 1&quot; of Chantix. The first day was HORRIBLE! I had my kids lay with me on the couch because I just had to lay down! Since then I have had occasional nausea but felt fine. This medicine is a miracle for me! I have tried everything under the sun to stop smoking and I felt helpless. I have not smoked in 8 days. I still want to, but it feels like Chantix gave me additional motivation to say NO. It really amazes me! I went from helpless to counting days and dollars saved."""	9.0	June 26, 2013	23
193268	Cyclobenzaprine	Muscle Spasm	"""I had right shoulder ,arm, and neck pain for 2 weeks - I had taken norco at night so I could sleep but the pain was to much and I had no relief. my orthopedic doc prescribed flexerol 5 mg I took one at dinner but 3 hrs in still no relief - took a pain med (oxy) fell asleep a while later- next morning I woke up and no pain- first time in two weeks! Since the pain meds had no affect I know the flexerol did its job. I felt a little &quot; hungover&quot; but ok- next night I took it alone and I had no side affects the next day-"""	10.0	April 19, 2016	44
3487	Nitrofurantoin	Urinary Tract Infection	"""It is the only antibiotic that works for my urinary tract infections, and I haven&#039;t ever had any of the side effects.  I generally feel better already after the 2nd dose."""	10.0	January 18, 2015	58
80858	Delsym	Cough	"""First off, it tasted awful. Secondly, I thought I was dying on my bathroom floor an hour after taking it. It gave me chills, extreme nausea, diarrhea and dizziness. Double checked the expiration date to see if that had something to do with it, nope. My cough is calm but it&#039;s not worth fighting nausea and dizziness four hours later. I will never take this medicine again."""	1.0	February 25, 2017	7
36749	Fentanyl	Pain	"""I was put on Vicidin first for my chronic back pain, didn&#039;t work then the doctor said to try injections they worked for about a month. Then I got pain so bad I couldn&#039;t get out of bed 1/2 the time and my family doctor said he didn&#039;t want to give me anything stronger because of seizure medicines I was on. I tried everything for pain, then someone suggested pain management finally a doctor listened. He put me on the Fentanyl patch. I feel like I&#039;m 20 again. I can work, do things I couldn&#039;t do before with me kids and grandkids. This patch is a God send. I did experience heavy sweating and vomiting and dozing off till my body became adjusted. Now I still get the nodding off effect occasionally,  and itching where the patch is."""	9.0	July 30, 2009	31
121317	Venlafaxine	Depression	"""Horrific side effects and incredibly difficult to wean off of as well because of the withdrawal symptoms. When I first started taking it, I felt some relief but it didn&#039;t last very long. I&#039;d taken Lexapro and Zoloft in the past and felt that, over time, they were no longer helpful in treating my depression which is why my doctor put me on Effexor. It took me a while to realize this medication was worsening my depression symptoms and I didn&#039;t realize it until after a botched suicide attempt. I don&#039;t recommend this medication to ANYONE for any reason. Worst of the worst as far as I&#039;m concerned. It&#039;ll trick your brain for a little while into thinking you&#039;re improving but the depression and anxiety will come back and hit you ten times worse!"""	1.0	May 12, 2016	25
1886	Mupirocin	Secondary Cutaneous Bacterial Infections	"""I&#039;ve used this on my 2year olds rash and saw noticeable results within 1 day. He would pick his face in his sleep and I couldn&#039;t clear it with anything until the doctor prescribed this. I keep it in my diaper bag all the time now. It also works amazingly for diaper rash and any small cut, scrape, or infection. No side affects on my son, daughter, or myself"""	10.0	September 17, 2017	1
179269	Olanzapine	Major Depressive Disorde	"""I just got off of this medication after taking it for 1 yr. Sure it keeps depression at bay, but I  experienced some horrible side effects that my doctor didn&#039;t even warn me about! I gained 80 lbs in 1 yr on this med. I went from being a healthy 170 lbs (women&#039;s size 12) to a lethargic 250 lbs (size 20). All I wanted to do on this medicine was eat. Another side effect was that I was tired all the time. I would sleep for 14 hours and still be tired.This medication also raised my blood sugar and my general practitioner was ready to put me on medication for type 2 diabetes. I&#039;m only 25 and just want to be healthy again. So glad I got off this medication. Been off it for 5 days (now on Viibryd) and already feel a million percent better!"""	2.0	November 2, 2015	9
191777	Lisdexamfetamine	ADHD	"""My 7 year old son has been on Vyvanse for a little over a month.  We have been well pleased with the overall outcome.  He is now able to focus in school and actually sits down and completes his homework without argument. Much calmer in public, unlike before.  Downside, he has lost 4 pounds in a month and becomes very emotional if taken off for the weekend and put back on.  After 1 1/2 months, my son now has developed eye tics.  We have stopped the medication and the eye tics are beginning to subside."""	4.0	May 2, 2010	33
94331	Trintellix	Depression	"""This medication has been a blessing.  I have fibromyalgia which has caused major depression.  I have taken every kind of medication out there that treats both.  Side effects from other medications was too much.  My doctor prescribed this although it does not treat fibromyalgia pain like most, it has made my mood much better. I feel much more happier and alive. I have only taken this medication for a month. Unlike most depression medication, I felt a huge difference the first day.  Many people talk about the side effects of nausea with this medication... I did not have any. If I did it was not a big enough deal to make me notice. Overall, I think this was the best antidepressant I have ever taken and I have so far had no side effects."""	10.0	July 20, 2014	185
164419	Diclofenac	Osteoarthritis	"""Started on Meloxicam 15mg and it did nothing. Was in so much pain in my knees that i called my Dr. and he prescribed Diclofenac sodium DM 75 mg twice a day. I have been on this med for 5 days now. It helped with the pain, but I don&#039;t know if I can deal with the side effects of muscle aches, irritability, weakness, fatigue,stomach issues.  It is seeming like the side effects are winning. I can not continue to take this medication. I will be contacting my Dr. and giving him the details and will need to try something else, does anyone have any suggestions on a different medication?"""	6.0	September 12, 2015	19
156268	Ventolin HFA	COPD, Maintenance	"""I have been prescribed several maintenance medications to control my COPD over the past 4  years. Ventolin has proved to be, by far, the best medication I have used. Very quick acting &amp; reassuring."""	10.0	May 14, 2012	66
110256	Nexplanon	Birth Control	"""I will keep this as brief as possible; Nexplanon is ruining my life. In the very short time that I have had this thing in my arm I have been more emotional than I was when I was 16. I tried two different meds to balance my hormones but they do not fully work. I had no libido at first I am breaking out like I just started puberty and my anger is 10x what it should be. The only perk is that I have no period but I feel bloated as all hell all the time. I do not recommend this product if you like being sane."""	1.0	March 20, 2016	7
